#Random atom data

300 atoms
200 bonds
100 angles

2 atom types
1 bond types
1 angle types

0.0 60 xlo xhi
0.0 60 ylo yhi
0.0 60 zlo zhi

Atoms

1  1  1  -1.04  44.533572344334395   11.807616728135567   56.086880689667964
2  1  2  0.52  45.49197234433439   11.807616728135567   56.086880689667964
3  1  2  0.52  44.29361234433439   12.735486728135568   56.086880689667964
4  2  1  -1.04  25.151629682469135   36.267892440951044   20.17421477958794
5  2  2  0.52  26.110029682469136   36.267892440951044   20.17421477958794
6  2  2  0.52  24.911669682469135   37.19576244095104   20.17421477958794
7  3  1  -1.04  16.58339182597149   24.285553251489098   9.685305064481115
8  3  2  0.52  17.54179182597149   24.285553251489098   9.685305064481115
9  3  2  0.52  16.34343182597149   25.213423251489097   9.685305064481115
10  4  1  -1.04  44.786381784305455   14.668637260339565   10.40720073301767
11  4  2  0.52  45.74478178430545   14.668637260339565   10.40720073301767
12  4  2  0.52  44.54642178430545   15.596507260339566   10.40720073301767
13  5  1  -1.04  10.75032299027407   45.104458975042   19.062934722654006
14  5  2  0.52  11.708722990274069   45.104458975042   19.062934722654006
15  5  2  0.52  10.51036299027407   46.032328975042   19.062934722654006
16  6  1  -1.04  18.814567713562045   2.0716516646947287   49.752534678004025
17  6  2  0.52  19.772967713562046   2.0716516646947287   49.752534678004025
18  6  2  0.52  18.574607713562045   2.9995216646947287   49.752534678004025
19  7  1  -1.04  41.89936847859057   14.404801803489383   7.78771615338719
20  7  2  0.52  42.857768478590565   14.404801803489383   7.78771615338719
21  7  2  0.52  41.659408478590564   15.332671803489383   7.78771615338719
22  8  1  -1.04  22.991404830772115   3.497480732204817   48.06115320014308
23  8  2  0.52  23.949804830772116   3.497480732204817   48.06115320014308
24  8  2  0.52  22.751444830772115   4.425350732204818   48.06115320014308
25  9  1  -1.04  43.893972320707064   40.029992135380674   29.284423250491223
26  9  2  0.52  44.85237232070706   40.029992135380674   29.284423250491223
27  9  2  0.52  43.65401232070706   40.95786213538067   29.284423250491223
28  10  1  -1.04  33.44797141939861   41.25092205070984   53.80264892934812
29  10  2  0.52  34.40637141939861   41.25092205070984   53.80264892934812
30  10  2  0.52  33.20801141939861   42.17879205070984   53.80264892934812
31  11  1  -1.04  44.40457755964156   36.09236122040041   2.482482354264338
32  11  2  0.52  45.36297755964156   36.09236122040041   2.482482354264338
33  11  2  0.52  44.164617559641556   37.02023122040041   2.482482354264338
34  12  1  -1.04  18.911894310300525   11.171121472496111   34.71440662148755
35  12  2  0.52  19.870294310300526   11.171121472496111   34.71440662148755
36  12  2  0.52  18.671934310300525   12.098991472496111   34.71440662148755
37  13  1  -1.04  42.88511490465104   54.042879646742456   4.9355819122060405
38  13  2  0.52  43.84351490465104   54.042879646742456   4.9355819122060405
39  13  2  0.52  42.64515490465104   54.970749646742455   4.9355819122060405
40  14  1  -1.04  34.040719004355175   53.01423145117789   25.45928452446323
41  14  2  0.52  34.99911900435517   53.01423145117789   25.45928452446323
